"Word","Iconicity","ListIdentifier","KupermanAOA","SUBTLEX_Rawfreq","SUBTLEX_dom_POS","SUBTLEX_Percentage_dom_POS","OrthoLength","ParentalInputRawFreq","ChildesAge12Freq","ChildesAge15Freq","ChildesAge18Freq","ChildesAge21Freq","ChildesAge24Freq","ChildesAge27Freq","ChildesAge30Freq","ChildesAge33Freq","ChildesAge36Freq","ChildesAge39Freq","ChildesAge42Freq","ChildesAge45Freq","ChildesAge48Freq","ChildesAge51Freq","ChildesAge54Freq","ChildesAge57Freq","ChildesAge60Freq","ChildesAge63Freq","ChildesAge66Freq","ChildesAge69Freq","Conc","NMorph"
"spoon",0.3,"list1",2.5,388,"Noun","0.93",5,381,2,22,51,58,126,113,101,62,41,43,34,37,30,28,41,22,11,21,16,7,4.96,1
"sprinkler",1.894736842,"list1",5.53,47,"Noun","1.00",9,12,0,24,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,4.89,2
"squirrel",0.363636364,"list1",4.44,279,"Noun","0.98",8,83,1,0,2,9,4,17,21,12,13,2,2,0,0,2,7,7,0,0,0,2,4.89,1
"stairs",1.461538462,"list1",4.22,1212,"Noun","1.00",6,228,0,5,28,15,35,56,30,25,15,18,9,15,13,7,28,11,20,1,10,8,5,1
"star",1.583333333,"list1",3.89,4149,"Noun","0.94",4,175,7,6,12,47,72,90,42,36,21,90,58,16,10,21,32,13,7,3,2,3,4.69,1
"stick",1.928571429,"list1",3.89,4953,"Verb","0.76",5,493,1,4,5,21,47,77,85,46,92,24,42,41,21,18,79,27,28,33,60,32,4.59,1
"stone",1.272727273,"list1",4.44,2072,"Noun","0.85",5,45,0,0,0,36,23,22,7,12,14,2,36,9,1,0,10,1,0,2,1,0,4.72,1
"store",-0.875,"list1",4.76,4178,"Noun","0.96",5,375,2,0,3,20,20,77,71,68,88,52,69,33,75,41,59,22,8,8,8,8,4.5,NA
"story",0.454545455,"list1",3.89,11260,"Noun","1.00",5,1117,0,0,9,46,69,162,97,69,63,56,71,45,16,27,78,36,21,13,12,8,3.3,1
"stove",-0.3,"list1",4.32,387,"Noun","0.99",5,118,0,8,2,3,10,20,12,7,12,13,8,8,10,1,4,8,2,4,3,0,4.96,1
"strawberry",0.375,"list1",4.21,282,"Noun","0.99",10,59,0,0,5,35,43,55,50,38,8,5,8,16,17,4,12,7,6,11,3,9,5,2
"street",-0.181818182,"list1",4.58,7557,"Noun","1.00",6,451,0,2,5,21,11,55,59,32,70,65,46,11,9,14,87,9,12,6,5,15,4.75,1
"stroller",0.785714286,"list1",7.84,45,"Noun","1.00",8,10,0,0,0,3,4,6,4,14,13,2,1,0,4,0,0,0,0,0,0,0,4.96,2
"sun",-0.090909091,"list1",3.4,3553,"Noun","0.99",3,269,1,3,14,69,34,65,72,31,64,44,29,39,20,15,50,29,17,11,20,11,4.83,1
"sweater",0.4,"list1",5.22,704,"Noun","1.00",7,126,0,0,7,8,17,8,3,2,18,9,0,4,0,1,18,3,5,0,0,0,4.78,2
"table",-0.125,"list1",4.39,5387,"Noun","1.00",5,1407,0,8,72,98,115,188,125,109,103,67,68,30,33,23,98,49,36,29,17,12,4.9,1
"tape",0.5,"list1",4.42,3511,"Noun","0.92",4,1222,2,12,105,251,339,169,99,107,129,60,52,44,39,47,222,24,14,7,17,7,4.9,1
"teacher",0.9375,"list1",4.55,2842,"Noun","1.00",7,247,0,3,7,0,6,13,13,28,32,19,13,22,17,27,108,31,11,5,13,6,4.52,2
"tiger",0.7,"list1",4,945,"Noun","0.99",5,1049,0,0,31,91,180,146,173,103,63,11,13,12,32,30,26,33,76,10,23,15,5,1
"tights",1.727272727,"list1",7.22,135,"Noun","1.00",6,14,0,0,3,1,0,7,4,3,1,2,0,3,1,2,0,0,0,0,0,0,4.62,2
"time",-0.7,"list1",5.16,99890,"Noun","0.99",4,3622,0,0,9,45,146,176,209,204,197,185,160,181,169,157,501,185,105,66,72,50,3.07,1
"tissue",1.692307692,"list1",4.76,547,"Noun","1.00",6,104,1,5,2,10,24,25,15,11,9,1,1,1,1,0,25,3,0,0,0,1,4.93,1
"toast",0.545454545,"list1",4.67,1707,"Noun","0.83",5,222,0,8,30,71,43,59,59,27,18,12,26,38,10,9,48,13,2,3,1,3,4.93,1
"today",0.416666667,"list1",4.77,22124,"Adverb","1.00",5,2318,4,0,27,4,28,44,113,128,57,52,69,71,56,66,204,70,25,13,19,27,2.57,2
"toe",0.142857143,"list1",3,647,"Noun","1.00",3,101,2,6,8,11,59,25,63,20,13,40,15,13,15,8,36,3,17,1,1,0,4.93,1
"tomorrow",1.7,"list1",5.19,17134,"Adverb","1.00",8,744,0,0,3,4,23,37,55,60,48,29,30,49,41,19,123,26,10,9,11,13,2.04,2
"tongue",-1,"list1",4.47,1589,"Noun","0.99",6,208,0,2,5,2,24,12,21,19,23,12,6,8,10,7,22,0,4,11,1,2,4.93,1
"tonight",0.615384615,"list1",4.73,21047,"Adverb","1.00",7,494,0,0,1,3,4,13,12,21,19,12,16,19,17,18,36,20,2,6,7,1,2.93,2
"tooth",1,"list1",3.61,692,"Noun","1.00",5,83,1,0,0,1,0,10,14,11,17,12,12,8,7,1,13,3,15,1,3,8,4.89,1
"top",1.090909091,"list1",3.89,6805,"Noun","0.54",3,1061,6,13,52,89,209,275,243,198,112,79,67,33,45,43,117,53,30,17,14,12,3.93,1
"towel",-0.235294118,"list1",3.22,722,"Noun","0.99",5,138,0,1,28,51,28,44,34,26,11,7,7,5,5,2,15,8,3,0,1,0,4.86,1
"toy",0.909090909,"list1",3,859,"Noun","0.92",3,524,2,13,50,103,99,219,88,82,53,52,37,41,37,34,53,30,17,6,8,3,4.93,1
"tractor",0.583333333,"list1",5.5,190,"Noun","1.00",7,324,4,2,39,87,133,167,93,84,75,24,14,13,8,10,0,4,15,5,1,0,5,1
"train",-0.090909091,"list1",4,4848,"Noun","0.83",5,904,9,42,85,344,615,842,673,335,90,51,44,55,34,6,110,14,7,12,3,4,4.79,1
"trash",0.7,"list1",4.47,1146,"Noun","0.82",5,77,0,0,6,8,8,13,10,5,14,4,6,2,8,1,6,1,0,0,1,4,4.7,1
"tray",-0.066666667,"list1",6.05,410,"Noun","1.00",4,56,0,0,11,51,28,3,5,3,2,8,5,0,4,1,2,2,0,2,1,0,4.74,1
"tree",-0.923076923,"list1",3.57,3315,"Noun","0.99",4,870,2,10,77,115,113,223,146,86,129,66,46,44,42,37,74,26,38,15,8,5,5,1
"truck",0.6,"list1",3.79,3716,"Noun","1.00",5,909,5,7,179,280,349,444,396,197,233,99,33,64,39,25,132,20,22,6,5,3,4.84,1
"tummy",2,"list1",3.72,177,"Noun","0.99",5,173,0,5,8,19,50,72,71,75,28,27,16,15,7,16,22,12,5,1,3,5,4.68,1
"tuna",0.153846154,"list1",5.73,408,"Noun","1.00",4,44,0,0,0,1,0,3,1,4,0,1,2,1,8,7,13,0,2,1,0,0,4.89,1
"turkey",0.066666667,"list1",3.95,1153,"Noun","0.81",6,113,8,2,5,24,13,29,10,13,8,3,3,4,6,17,15,6,7,0,4,0,4.89,1
"turtle",0,"list1",4.17,869,"Noun","0.99",6,243,0,0,14,45,28,36,38,49,66,24,22,16,13,24,25,13,7,3,3,1,5,1
"TV",1.090909091,"list1",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"uncle",0.166666667,"list1",4.47,6327,"Noun","1.00",5,227,0,0,42,15,10,32,39,17,16,13,11,12,18,8,16,11,9,5,2,0,4.24,1
"vacuum",0.1,"list1",6.74,294,"Noun","0.88",6,55,0,0,2,2,0,10,10,3,10,3,7,0,1,1,0,2,0,2,1,0,4.22,1
"vagina",-0.9,"list1",8.89,258,"Noun","1.00",6,1,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4.82,1
"vanilla",0.181818182,"list1",4.8,203,"Noun","1.00",7,38,0,0,1,1,0,11,10,1,2,3,3,8,8,0,5,0,0,1,0,2,4.68,1
"vitamins",0.583333333,"list1",6.22,181,"Noun","1.00",8,34,2,0,0,1,0,2,2,1,9,0,0,6,4,0,10,1,0,1,0,0,4.5,1
"walker",0.8,"list1",NA,808,"Name","0.89",6,12,0,0,0,0,0,1,12,0,0,1,0,0,0,0,1,0,0,0,0,0,4.42,2
"wind",1.142857143,"list1",3.89,3028,"Noun","0.77",4,257,0,0,6,14,33,18,54,11,15,15,11,11,6,6,44,7,3,1,3,1,3.93,NA
"window",-0.833333333,"list1",4.74,4386,"Noun","1.00",6,518,0,4,19,71,65,117,81,53,56,21,18,31,22,19,86,14,23,5,4,5,4.86,1
"wolf",1.25,"list1",4.5,1034,"Noun","0.90",4,107,0,2,5,1,10,18,13,19,11,8,20,11,19,7,22,4,3,0,2,1,4.79,1
"woods",2.333333333,"list1",4.93,1482,"Noun","0.84",5,33,0,0,1,3,5,14,7,6,8,5,3,2,3,12,7,5,2,0,1,1,4.87,2
"yard",-0.272727273,"list1",3.94,1278,"Noun","1.00",4,98,0,0,0,0,3,6,6,3,7,0,2,8,8,0,19,2,2,1,1,0,4.82,1
"yesterday",0.733333333,"list1",4.58,4935,"Adverb","1.00",9,913,0,0,0,6,12,22,29,33,15,20,21,9,9,2,66,19,3,4,9,4,3,2
"yogurt",-0.166666667,"list1",3.72,116,"Noun","0.72",6,78,6,62,1,24,43,35,24,34,23,4,1,10,0,0,19,5,0,0,2,2,4.9,1
"zebra",-0.538461538,"list1",4.79,128,"Noun","0.71",5,114,0,6,5,12,19,38,18,16,17,10,4,0,3,1,5,3,0,13,12,18,4.86,1
"zipper",2.923076923,"list1",5,144,"Noun","0.99",6,66,1,5,4,3,2,8,9,3,9,6,2,1,3,1,2,4,0,0,0,0,4.83,2
"zoo",1.538461538,"list1",3.75,696,"Noun","1.00",3,301,0,0,1,40,77,60,47,46,34,26,12,65,35,7,49,4,6,4,14,7,4.81,1
"baa",2.818181818,"list1",NA,52,"Unclassified","0.99",3,14,11,1,14,28,36,46,24,10,4,2,5,4,0,1,0,0,0,1,0,2,NA,1
"choo-choo",3,"list1",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"cockadoodledoo",3.733333333,"list1",NA,NA,NA,NA,14,3,0,0,0,0,1,6,1,5,0,0,0,4,0,0,0,0,0,0,0,0,NA,1
"grr",2,"list1",NA,37,"Name","0.89",3,3,0,1,5,12,6,11,13,25,0,0,0,1,0,0,0,0,0,0,0,0,NA,1
"meow",3.5,"list1",4,150,"Verb","0.70",4,48,34,36,51,36,11,40,26,28,14,4,11,2,5,8,17,5,0,0,1,4,3.92,1
"moo",3.882352941,"list1",3.53,106,"Noun","0.85",3,154,12,9,82,67,36,83,59,44,43,9,9,1,1,4,8,6,2,0,1,2,3.4,1
"ouch",3.461538462,"list1",2.42,559,"Interjection","1.00",4,79,1,2,11,42,36,42,74,36,33,14,7,22,14,8,62,6,4,4,7,3,2.76,1
"peekaboo",1.8,"list1",3.65,57,"Noun","0.98",8,76,3,0,19,31,11,21,10,6,16,3,5,1,1,0,0,1,1,0,0,1,3.23,2
"quack",4.076923077,"list1",5.25,236,"Interjection","0.64",5,159,8,14,63,47,37,39,23,43,15,11,7,2,5,3,7,20,0,0,0,4,3.93,1
"shh",3.5625,"list1",NA,2810,"Interjection","1.00",3,127,0,1,13,8,7,14,11,0,7,6,3,1,0,3,19,4,5,2,3,5,NA,1
"uh oh",4.363636364,"list1",NA,NA,NA,NA,5,NA,2,22,167,130,152,112,24,29,48,43,12,26,7,7,24,7,4,2,4,5,NA,NA
"vroom",3.545454545,"list1",NA,42,"Noun","0.98",5,13,4,4,24,24,13,50,116,34,3,1,3,10,12,10,1,1,1,0,0,5,NA,1
"woof",3.266666667,"list1",3.53,141,"Verb","0.81",4,185,53,9,44,52,20,36,29,15,24,4,9,5,4,6,8,14,2,0,0,0,3.9,1
"yum",2.846153846,"list1",NA,207,"Interjection","1.00",3,128,1,1,13,25,22,53,54,52,33,20,18,38,19,5,18,13,6,10,11,8,NA,1
"bite",2,"list1",3.58,2080,"Verb","0.58",4,497,1,5,10,63,105,145,162,72,68,37,39,42,42,14,56,13,18,10,9,2,4.44,1
"blow",1.363636364,"list1",4,4976,"Verb","0.83",4,545,0,2,7,33,72,89,83,87,53,34,51,45,22,14,80,21,5,9,2,1,3.74,1
"break",2.9,"list1",5.3,11275,"Verb","0.67",5,665,0,1,6,18,54,80,66,66,67,84,43,49,29,41,128,20,25,9,11,4,3.71,1
"bring",0.133333333,"list1",4.42,16685,"Verb","1.00",5,1574,0,0,9,36,87,156,144,94,121,63,85,57,85,55,131,42,13,33,17,4,2.55,1
"build",1.153846154,"list1",4.45,2452,"Verb","0.96",5,472,0,0,3,27,57,129,177,176,26,27,17,22,25,22,41,23,9,5,7,12,3.71,1
"bump",3.363636364,"list1",4.35,630,"Noun","0.52",4,136,5,2,16,71,74,98,128,34,43,32,6,10,12,12,19,12,0,1,8,5,4.1,1
"buy",-0.083333333,"list1",5.56,9814,"Verb","0.99",3,701,4,0,14,28,104,155,126,140,114,61,37,69,72,65,199,74,24,8,7,21,3.35,1
"carry",0,"list1",5.16,3361,"Verb","1.00",5,228,0,1,5,28,38,75,43,70,25,23,27,22,21,8,21,9,10,2,1,5,4.04,1
"catch",0.461538462,"list1",4.61,6911,"Verb","0.89",5,477,7,15,32,45,47,115,91,80,56,73,78,35,36,15,120,23,15,6,8,3,4.11,1
"chase",0.692307692,"list1",5.53,1673,"Noun","0.50",5,32,0,2,0,28,5,9,5,5,10,5,7,4,11,5,11,4,8,1,0,1,3.48,1
"clap",2.833333333,"list1",3.4,241,"Verb","0.72",4,49,0,7,5,4,13,12,5,3,15,10,0,0,1,2,12,0,0,1,3,0,4.16,1
"climb",0.846153846,"list1",5.3,1007,"Verb","0.92",5,190,0,2,19,32,41,57,43,39,22,25,33,15,10,19,44,22,7,6,3,1,4.11,1
"close",-0.125,"list1",4.5,11191,"Adjective","0.41",5,694,0,6,14,291,203,113,132,85,82,50,64,53,33,24,135,22,14,7,1,4,3.2,NA
"cook",0.9,"list1",4.22,2324,"Verb","0.60",4,229,0,4,12,10,38,75,54,38,46,50,37,35,37,11,31,20,15,8,5,7,4.32,1
"cover",0.428571429,"list1",5.42,4808,"Verb","0.63",5,233,0,2,15,28,82,38,52,21,18,14,8,9,6,12,24,8,3,12,3,2,4.23,1
"cry",0.866666667,"list1",2.78,3348,"Verb","0.78",3,296,0,0,4,61,60,82,55,64,40,24,22,23,9,15,23,11,3,3,2,1,4,1
"cut",0.705882353,"list1",4.43,11718,"Verb","0.90",3,870,0,39,19,67,152,127,182,110,166,121,91,70,95,59,195,49,11,16,23,15,4.55,1
"dance",0.153846154,"list1",4.63,7550,"Verb","0.56",5,213,0,0,27,25,12,61,44,49,42,2,18,8,15,7,16,14,9,2,4,0,4.32,1
"draw",0.2,"list1",4.11,2061,"Verb","0.88",4,624,2,10,50,135,258,258,245,110,74,185,44,27,19,50,63,26,3,4,4,6,3.97,1
"drive",0.230769231,"list1",5.26,7810,"Verb","0.79",5,292,0,9,17,27,135,155,138,95,66,28,54,41,83,23,31,16,37,10,18,4,3.86,1
"drop",1.071428571,"list1",3.26,6661,"Verb","0.84",4,226,0,2,37,40,76,121,89,54,27,18,5,9,10,3,43,9,6,3,7,1,4.21,1
"dump",2.9375,"list1",6.58,1470,"Verb","0.56",4,142,0,2,31,29,46,68,53,43,29,21,2,9,6,15,11,4,4,2,7,6,3.93,1
"eat",0.647058824,"list1",2.78,12846,"Verb","1.00",3,3960,5,35,168,246,443,782,715,672,432,314,285,318,332,211,593,180,121,75,129,68,4.44,1
"fall",1.533333333,"list1",4.71,6044,"Verb","0.76",4,913,0,17,68,168,385,457,326,164,153,109,63,103,43,45,104,45,28,10,11,15,4.04,1
"feed",0.8,"list1",4.17,2162,"Verb","0.79",4,243,0,5,4,14,33,46,30,30,21,11,9,14,7,9,32,2,6,0,2,1,4.17,1
"find",0,"list1",5.78,42379,"Verb","1.00",4,1767,0,7,82,164,316,375,342,297,183,119,110,70,52,50,139,52,30,20,8,14,2.63,1
"finish",0.181818182,"list1",6.32,5045,"Verb","0.87",6,797,0,0,1,20,42,60,61,52,36,25,5,22,15,16,75,5,18,1,4,0,2.89,1
"fit",0.470588235,"list1",5.74,2937,"Verb","0.68",3,601,0,0,8,139,157,248,230,154,79,42,26,34,39,19,46,21,25,8,7,4,2.7,1
"fix",0.538461538,"list1",5,4426,"Verb","0.92",3,757,1,3,32,188,332,258,149,101,106,42,61,71,45,18,94,22,18,6,5,3,2.93,1
"get",-0.583333333,"list1",3.17,233772,"Verb","1.00",3,12336,6,45,150,605,1487,2371,2312,1774,1341,1110,1006,861,731,579,2066,555,415,264,279,176,2.38,1
"give",1.272727273,"list1",4.28,59559,"Verb","1.00",4,3096,0,96,21,64,118,199,270,225,230,150,159,169,118,118,439,111,81,43,52,32,2.83,1
"go",1.454545455,"list1",3.37,193445,"Verb","0.98",2,15568,18,65,570,975,2851,4454,4162,2515,2033,1340,1000,1009,694,557,2030,639,499,225,207,151,3.15,1
"hate",1.4375,"list1",5.53,10944,"Verb","0.95",4,144,0,0,0,0,0,2,2,2,4,12,11,28,21,23,91,27,12,15,25,21,1.97,1
"have",-0.266666667,"list1",3.72,314232,"Verb","1.00",4,20754,0,33,120,411,969,1642,2235,1757,1397,1210,1191,1099,1014,872,2579,849,649,381,365,251,2.18,1
"hear",0.066666667,"list1",3.8,28323,"Verb","0.99",4,1714,0,0,2,2,31,73,57,78,47,45,53,53,49,30,701,53,28,19,16,19,3.66,1
"help",1.533333333,"list1",3.65,46977,"Verb","0.80",4,1595,0,19,61,127,309,225,250,259,190,115,121,123,79,48,188,44,34,12,21,17,2.56,1
"hide",1.142857143,"list1",4.47,3554,"Verb","0.95",4,193,0,5,3,19,41,98,143,63,39,23,22,28,19,18,54,15,5,2,3,2,3.21,1
"hit",1,"list1",4.75,14025,"Verb","0.91",3,703,0,0,12,8,25,130,129,66,65,95,32,42,41,18,163,26,21,6,5,11,4.11,1
"hold",0.846153846,"list1",4.67,22273,"Verb","0.93",4,1295,0,2,24,63,203,252,217,173,157,117,55,59,40,42,245,38,46,15,23,12,3.68,1
"hug",2,"list1",2.58,986,"Noun","0.59",3,95,0,11,12,27,28,53,14,36,15,3,2,5,6,1,6,2,2,4,0,2,4.14,1
"hurry",0.75,"list1",4.44,8856,"Verb","0.85",5,249,0,2,0,2,1,5,17,11,20,16,6,10,11,7,43,5,14,8,3,3,2.63,1
"jump",1,"list1",2.84,3561,"Verb","0.83",4,373,1,0,48,122,115,179,147,102,151,77,42,47,39,45,127,44,31,18,11,8,4.52,1
"kick",1.95,"list1",4.06,3744,"Verb","0.82",4,145,0,8,17,34,28,57,44,34,22,11,1,13,13,7,64,7,4,0,0,2,4.33,1
"kiss",1.25,"list1",3.61,6179,"Verb","0.63",4,358,0,27,28,52,73,65,74,26,22,22,12,6,6,9,36,7,5,0,7,1,4.48,1
"knock",3.0625,"list1",4.63,3299,"Verb","0.90",5,286,2,5,19,11,132,124,105,73,79,34,33,27,15,15,57,12,7,2,5,3,4.24,1
"lick",1.166666667,"list1",4.3,559,"Verb","0.86",4,83,0,5,1,3,15,26,44,33,8,7,5,11,7,6,14,3,3,1,0,0,4.52,1
"like",-0.333333333,"list1",3.69,203947,"Preposition","0.55",4,14892,0,13,64,316,744,1522,2017,1831,1303,1120,864,770,865,689,2208,711,487,319,287,208,1.89,1
"listen",0.75,"list1",5.4,27784,"Verb","1.00",6,690,0,0,6,32,22,27,33,31,24,25,2,7,24,12,77,14,8,6,8,9,3.47,1
"look",1.818181818,"list1",4.05,99311,"Verb","0.90",4,9202,7,21,357,490,1201,1526,1918,1325,949,774,500,461,433,347,1601,416,274,148,202,128,2.96,1
"love",1.125,"list1",5.17,56864,"Verb","0.63",4,1099,0,2,4,37,50,77,134,65,81,95,62,64,70,58,129,64,29,18,27,20,2.07,1
"make",0.642857143,"list1",4.68,70775,"Verb","1.00",4,4609,1,7,45,197,858,788,1144,828,582,412,304,373,355,353,760,325,181,102,89,67,2.67,1
"nap",1.272727273,"list1",2.53,645,"Noun","0.95",3,297,0,1,5,53,47,43,36,26,18,20,18,14,5,5,8,18,0,2,2,3,4.03,1
"open",1.1,"list1",5,16341,"Verb","0.68",4,1294,12,50,96,383,541,427,405,271,323,172,111,106,98,64,320,60,29,19,32,10,3.21,1
"paint",1.727272727,"list1",4.45,1877,"Verb","0.54",5,351,0,2,17,74,29,45,72,102,69,45,19,26,55,6,61,16,11,5,2,5,4.79,1
"pick",2.076923077,"list1",5.26,10118,"Verb","0.95",4,928,0,9,12,68,81,144,152,95,65,49,56,30,37,51,168,34,18,23,26,19,3.82,1
"play",1.083333333,"list1",4.1,18081,"Verb","0.81",4,4096,0,128,151,282,380,1078,867,775,515,439,402,329,344,178,600,177,164,72,91,70,3.24,1
"please",0.6,"list1",3.48,56149,"Adverb","0.98",6,1632,1,4,89,747,401,613,483,320,214,151,68,108,105,63,237,82,77,36,46,26,1.64,1
"pour",1.3,"list1",5,771,"Verb","0.99",4,170,0,0,1,10,11,62,21,32,19,7,15,16,18,10,36,15,4,12,7,0,4.14,1
"pretend",-1,"list1",4.56,2056,"Verb","0.97",7,247,0,0,4,25,13,49,45,87,40,56,64,50,71,29,123,53,130,23,24,19,2.11,2
"pull",2.083333333,"list1",4.79,7469,"Verb","0.97",4,838,1,5,14,116,131,231,130,79,52,46,16,16,28,7,94,9,6,5,3,5,3.97,1
"push",2.333333333,"list1",4.26,3598,"Verb","0.92",4,795,3,13,58,146,194,225,176,93,85,70,29,28,28,28,72,19,13,7,6,1,4.21,1
"put",1.230769231,"list1",3.72,42251,"Verb","1.00",3,13432,0,12,116,738,1593,2000,2399,1882,1600,953,759,821,686,403,1364,457,560,180,136,130,2.5,1
"read",0.090909091,"list1",4.11,12302,"Verb","1.00",4,1399,0,20,149,261,307,450,529,392,226,460,88,121,96,53,179,67,35,36,28,58,3.56,1
"ride",1.166666667,"list1",4.67,6904,"Noun","0.57",4,869,0,4,35,51,123,309,209,107,101,57,42,53,39,31,54,25,10,17,2,6,3.75,1
"rip",3.736842105,"list1",6.11,1028,"Verb","0.72",3,69,0,0,0,0,14,10,16,7,6,12,6,2,7,4,9,8,0,5,3,0,3.79,1
"run",0.909090909,"list1",4.47,17878,"Verb","0.89",3,618,0,15,9,28,48,107,122,79,77,48,52,43,25,17,111,21,14,15,9,9,4.31,1
"say",0.8,"list1",3.42,83629,"Verb","0.99",3,5538,0,7,50,77,147,248,358,426,296,307,171,181,189,162,809,156,83,78,70,37,2.58,1
"see",1.272727273,"list1",3.06,130393,"Verb","1.00",3,15625,7,29,286,609,899,1425,1599,1127,893,827,682,746,754,621,2058,514,351,196,174,158,3.21,1
"shake",2.615384615,"list1",5.26,2021,"Verb","0.87",5,144,1,3,6,10,20,9,12,16,16,7,9,17,7,6,27,1,1,1,4,0,4.07,1
"share",-0.444444444,"list1",4.84,3545,"Verb","0.74",5,150,0,1,1,2,9,8,18,22,11,15,10,16,5,7,16,5,3,1,1,4,2.96,1
"show",0.846153846,"list1",6.21,24906,"Verb","0.63",4,2178,0,3,11,24,60,119,135,146,135,154,130,126,112,83,278,77,47,25,33,6,3.97,1
"sing",1.7,"list1",3.47,4977,"Verb","1.00",4,647,0,3,17,29,63,147,197,88,84,40,38,25,7,14,80,7,16,11,1,5,4.34,1
"sit",0.866666667,"list1",3.47,15879,"Verb","0.99",3,2839,2,76,183,301,775,599,418,302,244,184,85,50,71,34,191,39,30,19,22,20,4.8,1
"skate",1.416666667,"list1",5.37,301,"Verb","0.73",5,37,0,0,0,0,4,5,5,2,4,1,1,0,3,2,14,2,0,0,3,0,4.56,1
"sleep",0.769230769,"list1",2.79,11625,"Verb","0.65",5,822,0,8,28,95,328,430,297,217,128,99,68,42,31,42,96,47,36,16,15,8,4.44,1
"smile",1.727272727,"list1",3.51,2958,"Noun","0.54",5,61,0,1,0,4,15,24,13,16,3,12,1,4,0,0,7,2,0,0,1,0,4.5,1
"spill",1.916666667,"list1",3.84,432,"Verb","0.87",5,178,0,0,2,14,8,16,14,15,7,16,25,10,3,3,16,4,1,0,1,0,4.07,1
"splash",3.5,"list1",3.67,215,"Noun","0.62",6,48,0,0,7,15,3,20,22,10,11,6,7,16,5,8,13,2,3,0,1,0,4.19,1
"stand",1.5,"list1",4.39,11536,"Verb","0.89",5,651,0,0,12,29,98,157,269,146,101,54,47,45,33,39,60,17,28,16,16,6,4.16,1
"stay",0.833333333,"list1",4.22,26298,"Verb","0.97",4,1064,0,5,4,15,67,114,120,130,96,58,81,70,53,52,173,35,40,14,17,16,2.15,1
"stop",2.5,"list1",2.89,36071,"Verb","0.94",4,1048,6,7,16,48,176,258,210,131,85,61,59,52,64,43,348,52,41,22,27,20,3.68,1
"sweep",3.235294118,"list1",4.2,485,"Verb","0.63",5,40,0,1,8,11,1,33,12,4,14,2,3,3,0,0,11,4,5,1,3,0,3.72,1
"swim",1,"list1",4.17,1622,"Verb","0.73",4,151,0,1,7,14,47,42,86,45,40,20,18,20,13,17,25,15,4,1,2,3,4.43,1
"take",1.2,"list1",4.37,96443,"Verb","1.00",4,5418,0,11,72,315,579,903,763,727,607,327,241,258,263,154,814,165,104,97,75,50,3.06,1
"talk",0.214285714,"list1",3.68,43605,"Verb","0.89",4,1369,2,6,25,58,81,68,115,153,109,72,67,49,51,51,287,55,27,11,19,17,4.07,1
"taste",1.142857143,"list1",4.26,2617,"Noun","0.66",5,354,0,1,21,5,21,13,44,27,22,13,16,31,20,7,81,36,1,8,9,4,4.07,1
"tear",0.555555556,"list1",4.89,1377,"Verb","0.73",4,98,0,0,0,7,10,11,9,16,6,17,5,5,4,6,15,4,4,1,2,0,4.56,NA
"think",0.363636364,"list1",4.75,137261,"Verb","1.00",5,10015,0,0,10,80,407,221,430,358,335,224,309,241,232,278,491,232,220,136,102,65,2.41,1
"throw",0.785714286,"list1",4.14,6570,"Verb","0.95",5,858,0,3,22,55,95,163,156,72,85,76,80,50,43,21,171,30,10,7,7,3,4.04,1
"tickle",2.142857143,"list1",4.35,245,"Verb","0.76",6,126,0,6,20,24,47,105,44,37,8,10,27,1,5,1,20,8,1,0,1,0,3.85,1
"touch",0.823529412,"list1",5.16,7534,"Verb","0.68",5,559,1,2,18,24,45,78,61,50,30,23,19,15,23,10,102,18,19,5,20,3,3.86,1
"turn",0,"list1",4.11,15630,"Verb","0.81",4,2235,0,3,75,290,318,380,292,245,237,178,104,107,112,85,350,96,65,40,29,35,3.44,1
"wait",-0.5,"list1",4.3,42343,"Verb","0.99",4,2644,0,0,18,15,77,112,130,95,111,74,62,89,80,94,457,89,79,37,78,78,2.68,1
"wake",-0.181818182,"list1",5.63,5366,"Verb","0.96",4,193,0,1,3,56,58,65,95,80,39,28,24,15,11,12,20,11,8,1,0,3,3.11,1
"walk",0.727272727,"list1",3.45,11009,"Verb","0.79",4,728,3,8,15,84,73,128,130,147,57,56,61,38,27,30,110,23,24,9,9,4,4.07,1
"wash",1.461538462,"list1",4,2077,"Verb","0.83",4,613,0,4,7,96,116,120,119,127,85,39,27,24,28,7,55,19,20,10,21,8,4.35,1
"wipe",2,"list1",4.83,861,"Verb","0.93",4,288,0,1,6,25,61,53,35,44,19,16,6,11,5,6,12,1,2,1,3,0,4,1
"wish",2.181818182,"list1",3.79,11991,"Verb","0.86",4,190,0,2,0,6,3,0,6,19,10,19,14,29,24,20,90,17,35,12,14,11,1.77,1
